clean_tweet,relevant,entities,A,B,C
fedora 27 1:nikto 2018-15bf411a32 nessus,0,,0,1,0
scientific linux security update kernel on sl7.x x86_64,0,,1,1,0
anuraggoswami81 we appreciate the love what s your favorite feature on windows 10 right now ,0,,0,0,1
pettifersteve sounds like fun which shows are you streaming the most on windows 10 at the moment ,0,,0,0,1
jelebal it s all good we re glad to hear everything is running smoothly now how has the rest of your windows experience been lately ,0,,0,0,1
vuln huawei anyoffice remote denial of service vulnerability bugtraq,0,,0,0,1
barclalet thanks for the info we suggest reaching out to the chrome google forums for more specific help,0,,0,0,1
debian security advisory 3773-1 packetstorm,1,B-PRO B-ID I-ID I-ID O,0,1,0
hardcoreokieboy hi christophe what happens when you try loading chrome also is there an error message ,0,,0,0,1
stored cross-site scripting in gallery image gallery wordpress plugin fulldisclosure,0,,0,0,1
taoxv88 what is the version number of the browser you are on at,0,,0,1,0
more than 8 800 wordpress plugins out of 44 705 are flawed,0,,0,0,1
vuln ibm bigfix remote control cve-2016-2950 unspecified sql injection vulnerability,0,,1,1,0
jensthiel can you please email your traceroute output to us at help wordpress.com use traceroute request as the subject line so i can ,0,,0,0,1
gentoo linux security advisory 201612-03 packetstorm,0,,1,1,0
vuln wordpress prior to 4.7.1 security bypass vulnerability,0,,0,0,1
gentoo linux security advisory 201612-19 advisory,0,,1,1,0
google sends titan broadband drones to the unicorns graveyard alphabet shutters another moonshot bad infosec,0,,0,1,0
terciusbufete glad to hear you re getting accustomed to windows 10 let us know if you have any questions we re happy to help.,0,,0,0,1
save 35 off envira gallery premium wordpress gallery plugin use coupon bf2016 blackfriday,0,,0,0,1
o0ze looks like it s the character causing the problem we don t allow it in passwords but the signup form is giving the wrong error ,0,,0,0,1
kasperskylabit kaspersky russian cyber espionage group turla leverages on a new javascript,0,,1,0,1
same fate befalls post office broadband as hit dt ,0,,0,1,1
cisco asa web interface remote xml command injection cisco-sa-20161116-asa nessus,0,,0,1,0
centos 6 libvirt cesa-2018:1929 ,1,B-PRO B-VER O B-ID,1,1,0
public mongodb instances are exposing 24 tb of data elastic clusters are exposing 904.8 tb and hdfs a whopping 5 ,0,,1,1,0
na cve-2016-5187 google chrome prior to 54.0.2840.85 for android ,1,O B-ID B-ORG B-PRO B-VER I-VER I-VER O B-PRO,0,0,1
severe content injection vulnerability on wordpress website,0,,0,0,1
remove browser hijacker this article will help you to remove absol ,0,,0,1,0
cybersecurity google office inbox receives 6.2x more phishing and 4.3x more malware than your inbox at infosec,0,,0,0,1
rt officenews power and simplicity announcing user experience updates for word msexcel powerpoint and outlook in office365 ,0,,0,0,1
rt buyvpnservice apple could have years of your internet browsing history won t necessarily give it to you privacy vpn,0,,0,1,0
mcafee virus scan enterprise for linux remote code execution,1,B-ORG B-PRO I-PRO I-PRO O B-PRO B-VUL I-VUL I-VUL,1,1,1
threatmeter whatsapp vulnerable to backdoor spying report,0,,0,0,1
vuln skype for windows cve-2016-5720 untrusted search path vulnerability for windows cve-2016-5720 untrust ,0,,0,0,1
vuln wordpress prior to 4.7.1 cross site scripting vulnerability,0,,0,0,1
meet hyper.is the terminal written in html js and css run bash on windows and perform other feats of infosec,0,,0,0,1
richardstokoe that s awesome richard do you have any other projects in mind for windows 10 iot core ,0,,0,0,1
phplist 3.2.6 sql injection packetstorm,1,O B-VER B-VUL I-VUL O,1,1,0
rhel 6 jboss core services rhsa-2017:0193 ,1,B-PRO B-VER B-PRO O O B-ID,1,0,1
cve-2016-5224 a timing attack on denormalized floating point arithmetic in svg filters in blink in google chrome p ,1,B-ID O B-VUL I-VUL I-VUL I-VUL I-VUL I-VUL I-VUL O O O O O O B-ORG B-PRO O,0,0,1
chatnow 1.1 sql injection web vulnerability,0,,1,1,0
microsoft edge json.parse information leak packetstorm,0,,0,1,0
security hacking microsoft edge to block flash by default,0,,0,0,1
vuln php cve-2016-7414 heap buffer overflow vulnerability ubuntu linux 16.04 ltsubuntu ubun ,1,O B-PRO B-ID B-VUL I-VUL I-VUL I-VUL B-PRO I-PRO B-VER B-PRO O,1,1,0
kieranopoole gotcha how is the rest of your windows experience going at the moment we d love to know what you think.,0,,0,0,1
rt helpnetsecurity don t start the blockchain revolution without making security a top priority mcafee ,0,,0,0,1
opensuse security update pacemaker opensuse-2016-1376 ,1,B-PRO O O O B-ID,1,0,0
webapps just another video script 1.4.3 sql injection,0,,1,1,0
rt carlynyst this is a cool position senior research officer surveillance practices at uni_of_essex s hrbdtnews project,0,,0,0,1
gentoo linux security advisory 201612-24 advisory,0,,1,1,0
andyprice thegrugq java 1.3 is legacy you ll find old stuff with apps which run on only certain java runtimes etc everywhere.,0,,1,0,1
threatmeter browser-based malware evolution and prevention,0,,0,1,0
marsbomber that s amazing jim we would love to hear your initial thoughts on windows 10.,0,,0,0,1
spigot browser hijackers,0,,0,1,0
new vulnerability revealed in whatsapp and telegram allowed hackers to gain complete control over user accounts,0,,0,0,1
opensuse security update opencv opensuse-2018-629 ,1,B-PRO O O O B-ID,1,0,0
threatmeter rhel 5 java-1.7.0-ibm rhsa-2017:0337 ,1,O B-PRO B-VER B-PRO B-ID,1,0,1
fedora 25 p7zip 2016-1637001349 nessus,0,,0,1,0
vulnerability security wordpress stop user enumeration 1.3.4 user enumeration,0,,0,0,1
don t just make plans get to what matters instantly microsoft edge is faster than google chrome. ,0,,0,0,1
security readings honeywell scada controllers exposed passwords in clear text see more,1,O O O B-PRO O B-VUL I-VUL O O O O O,0,0,1
my link trader 1.1 sql injection,0,,1,1,0
rt circl_lu cve-2018-8225 windows dnsapi remote code execution vulnerability a remote code executio ,1,O O B-ID B-PRO O B-VUL I-VUL I-VUL I-VUL O B-VUL I-VUL O,0,0,1
edmire2k we re glad your enjoying timeline are any other new features in windows 10 helping you stay productive ,0,,0,0,1
this goldfish and its steerable robot tank will destroy humanity mark our words first this uni campus infosec,0,,0,0,1
threatmeter emc documentum eroom up to 7.4.4 7.4.4 sp1 7.4.5 p03 7.5.0 password privilege escalation,0,,0,0,1
thatbloodypinko what a blast from the past are you playing any other games on windows 10 at the moment ,0,,0,0,1
how to setup puppet master and agent on centos 7 ,0,,1,1,0
vuln ibm websphere message broker cve-2016-6080 information disclosure vulnerability bugtraq,0,,0,1,0
sap sapcryptolib 5.555.38 remote code execution vulnerability sap sapcryptolib 5.555.38 remote code execution vu ,1,B-ORG O B-VER B-VUL I-VUL I-VUL I-VUL B-ORG O B-VER B-VUL I-VUL I-VUL O,0,0,1
vuln apache tomcat cve-2016-6817 denial of service vulnerability,1,O B-PRO I-PRO B-ID B-VUL I-VUL I-VUL I-VUL,1,0,0
vuln huawei anyoffice remote denial of service vulnerability,0,,0,0,1
suse sled12 sles12 security update tigervnc suse-su-2017:0622-1 ,1,B-PRO I-PRO I-PRO O O O B-ID,1,0,0
pelle s c dll hijacking packetstorm,0,,0,1,0
with the help of iot oracle cloud is bringing your supply chain to life via theregister,0,,1,0,0
vuln cisco identity services engine cve-2016-6453 sql injection vulnerability,0,,1,1,0
oracle crashes aws and azure uk cloud data centre party london base in global expansion oracle will open infosec,0,,1,0,0
tjz1100 we re glad your experience has improved over the years are you working on interesting projects with windows 10 at the moment ,0,,0,0,1
threatmeter nhs hospitals putting data at risk with outdated windows xp,0,,0,0,1
cybersecurity mirai bots cyber-blitz 1m german broadband routers and your isp could be next infosec,0,,0,1,0
threatmeter glsa-201806-01 gnu wget cookie injection nessus plugin id 110522 with medium severity synopsis the ,0,,0,1,0
rt robgmacfarlane word of the day maneg ellyllyn lit the good people s glove a welsh name for the foxglove digitalis purpur ,0,,0,0,1
threatmeter webapps splunk enterprise 6.4.3 server-side request forgery,1,O O B-PRO I-PRO B-VER B-VUL I-VUL I-VUL,1,0,0
threatmeter scientific linux security update memcached on sl7.x x86_64,0,,1,1,0
how to exclude specific pages authors and more from wordpress search ,0,,0,0,1
intel haswell now supports opengl 4.5 with mesa-git on linux,0,,1,1,0
threatmeter links 24 2 2017 ubuntu 17.04 beta openbsd foundation nets 573 000 in donations,0,,0,1,0
coming to a podcatcher near you soon ,0,,0,0,1
a brief interview with the shadow brokers news,0,,0,1,0
awesomedude_64 we re glad you think so are you enjoying any new apps or features in the windows 10 april 2018 update at the moment ,0,,0,0,1
powershell threats are on the rise 95.4 of the scripts symantec analyzed were malicious infosec windows,1,B-PRO O O O O O B-VER O O O O O O O O B-PRO,0,0,1
arturodicorinto wordfence warns of huge increase in brute force attacks on evanderburg,0,,0,0,1
christinartnd what is your custom domain it sounds like you might have a self-hosted wordpress site as well as,0,,0,0,1
snort subscriber rule set update for 06 26 2018,1,B-PRO O O O O O O O O,0,1,0
gnu transport layer security library 3.4.17 packetstorm,0,,0,1,0
marcelsardo gerry6868 linux_mint mozilla always mr,0,,1,1,0
libfsntfs 20180420 information disclosure packetstorm,0,,0,1,0
elijace updates help keep your device safe and secure you can always check the windows 10 update history here: ,0,,0,0,1
threatmeter ms16-149 security update for microsoft windows 3205655 ,1,O B-ID O O O B-ORG B-PRO B-ID,0,0,1
ens sql injection vulnerabilites,0,,1,1,0
vulnerability security vuln wordpress dukapress plugin dukapress download.php sql injection vulnerability,0,,1,1,1
voiceofwind might be easier to send us some email help wordpress.com,0,,0,0,1
microsoft to disable most flash content in its edge browser hitb,0,,0,1,1
vce vision intelligent operations up to 2.6.4 plug-in for vmware vcenter weak encryption,0,,0,0,1
what cisos need to know before adopting biometrics biometric techniques offer a solution to the password infosec,0,,0,0,1
home amp office game boy 16oz heat change molded mug,0,,0,0,1
suse sled12 sles12 security update ntp suse-su-2018:1765-1 ,1,B-PRO I-PRO I-PRO O O B-PRO B-ID,1,0,0
possible tor browser de-cloak zero day dropped patch in works theregister,0,,0,1,0
0daytoday microsoft internet explorer 10 mshtml cedit adorner::detach use-after-free ms13-047 0day exploit ,1,O B-ORG B-PRO I-PRO B-VER O O O B-VUL B-ID O O,0,0,1
nvidia windows gpu display driver 34x.x lt 342.00 367.x lt 369.73 367.x lt 369.71 grid 375.x lt 375.63 multipl ,1,B-ORG B-PRO O O O B-VER I-VER I-VER I-VER I-VER I-VER I-VER I-VER I-VER O B-VER I-VER I-VER O,0,0,1
mysql cluster 7.3.x lt 7.3.15 multiple vulnerabilities january 2017 cpu ,1,B-PRO I-PRO B-VER I-VER I-VER B-VUL I-VUL O O O,1,1,0
piano_tuning thanks for doing that we appreciate hearing our users suggestions to improve windows 10.,0,,0,0,1
threatmeter wordpress wp vault 0.8.6.6 local file inclusion,0,,0,0,1
home amp office fallout pip boy molded mug another settlement needs our help did you expect anything infosec,0,,0,0,1
the latest linux webserver security thanks to yo9fah ispireme security wordpress,0,,1,1,1
oracle linux 7 gstreamer1-plugins-good elsa-2017-0020 ,1,B-ORG B-PRO B-VER O B-ID,1,1,0
rt mikko you d be surprised about all the things still included in windows 10 case in point iexpress.exe,0,,0,0,1
trxtrx great thanks for doing that this helps us make windows even better.,0,,0,0,1
cve-2016-8405 linux_kernel ,1,B-ID B-PRO,1,1,0
vulnerability security vuln wordpress class-wp-rest-posts-controller.php privilege escalation vulnerability,0,,0,0,1
ubuntu 16.04 lts 17.10 18.04 lts webkit2gtk vulnerabilities usn-3687-1 ,1,B-PRO B-VER I-VER I-VER I-VER I-VER O O B-ID,0,1,0
rt windowsstore get 4 free months of music to rock your world now from microsoftgroove hurry limited time offer ,0,,0,0,1
misconfiguration of java web server component jolokia puts organizations at risk of attack warns security resear ,0,,1,0,1
lebolger charlsmartin amazon googlechrome we wish you to try fox pr pr,0,,0,0,1
na cve-2017-5574 sql injection vulnerability in register.php in sql injection vulnerability in register.php ,0,,1,1,0
0daytoday google chrome accessibility blink::node corruption exploit dos exploits 0day exploit ,1,O B-ORG B-PRO O O O O B-VUL I-VUL O O,0,0,1
talk-talk does not urge customers to change passwords talktalk has been vastly criticised for the infosec,0,,0,0,1
threatmeter symsa1400-sa145 apache struts 2 rce vulnerability symantec network protection products using affect ,1,O B-ID B-PRO I-PRO B-VER B-VUL I-VUL O O O O O O,1,1,0
swordofomen cybergibbons securelyfitz isn t it convenient that there is a root console by default attached to dw ,0,,0,0,1
asterisk project security advisory ast-2016-009 packetstorm,0,,0,1,0
threatmeter ibm websphere commerce enterprise 7.0 8.0 password information disclosure,0,,0,0,1
unpatched wordpress flaw gives attackers full control over your site and execute arbitrary code it affects all ,0,,0,0,1
davidmbasa that s amazing david which features are you enjoying the most so far in windows 10 ,0,,0,0,1
rt matthewwarren blogged tools for exploring .net internals ,0,,0,0,1
depoetic firefox should work on windows 10 can you explain what is wrong with it perhaps we can help nd,0,,0,0,1
collection of 40 wordpress black friday and cyber monday deals lt lt lt thouosands in saving ,0,,0,0,1
